Tweet Id,Text,Name,Screen Name,UTC,Created At,Favorites,Retweets,Language,Client,Tweet Type,URLs,Hashtags,Mentions,Media Type,Media URLs,,,
1299738581435445250,The only thing this president has done alone is fail America. https://t.co/Jx2FDe3bTe,Joe Biden,JoeBiden,2020-08-29T16:00:00.000Z,Sat Aug 29 16:00:00 +0000 2020,67649,22032,en,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",Tweet,,0,0,video,https://video.twimg.com/amplify_video/1299503590822875137/vid/320x320/JWzN5-LTf3kI3LTq.mp4?tag=13,,,
1299723485611130887,We have a president more interested in beating people at golf than beating COVID-19.,Joe Biden,JoeBiden,2020-08-29T15:00:01.000Z,Sat Aug 29 15:00:01 +0000 2020,329991,47950,en,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Tweet,,0,0,,,,,
1299693287184367616,I promise you this: A Biden-Harris Administration will always listen to scientists. https://t.co/zLuL3DYSI4,Joe Biden,JoeBiden,2020-08-29T13:00:01.000Z,Sat Aug 29 13:00:01 +0000 2020,43688,9340,en,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",Tweet,,0,0,video,https://video.twimg.com/amplify_video/1299500942673481729/vid/480x270/vLEScsvJZgi0vhF_.mp4?tag=13,,,
1299542508586885122,"The true power of @ChadwickBoseman was bigger than anything we saw on screen. From the Black Panther to Jackie Robinson, he inspired generations and showed them they can be anything they want — even super heroes. Jill and I are praying for his loved ones at this difficult time.",Joe Biden,JoeBiden,2020-08-29T03:00:53.000Z,Sat Aug 29 03:00:53 +0000 2020,355374,45316,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,,0,1,,,,,
1299497492120326144,"America was built on a simple idea: All men — and women — are created equal. 

It’s time we ensured all people are treated equally as well.",Joe Biden,JoeBiden,2020-08-29T00:02:00.000Z,Sat Aug 29 00:02:00 +0000 2020,108896,18643,en,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Tweet,,0,0,,,,,
1299481889003024384,"The President incites violence, inspires white-supremacist shooters, and his failed COVID response is costing thousands of lives per day. When you look at the world right now, ask yourself: Do you feel safe in Trump’s America? https://t.co/Ztp6TdSwKk",Joe Biden,JoeBiden,2020-08-28T23:00:00.000Z,Fri Aug 28 23:00:00 +0000 2020,66780,24337,en,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",Tweet,,0,0,video,https://video.twimg.com/amplify_video/1299480775738482688/vid/720x720/4II1RK7I0Z1x0v9S.mp4?tag=13,,,
1299467041498263554,"America is at an inflection point.

The calls for racial justice that sparked the March on Washington 57 years ago are ringing out again today.

As we honor the legacy of that day — let's meet this moment with the urgency and action that our heroes marched for half a century ago. https://t.co/Bs0SccjnxN",Joe Biden,JoeBiden,2020-08-28T22:01:00.000Z,Fri Aug 28 22:01:00 +0000 2020,15058,4022,en,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Tweet,,0,0,photo,https://pbs.twimg.com/media/Egih6sbWoAMxRD9.jpg,,,
1299451941987078146,Donald Trump put our nation on the sidelines. Let’s get back in the game. https://t.co/e8VsW5IsNi,Joe Biden,JoeBiden,2020-08-28T21:01:00.000Z,Fri Aug 28 21:01:00 +0000 2020,34818,9284,en,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",Tweet,,0,0,video,https://video.twimg.com/amplify_video/1299451086194044930/pl/26mkOQ9AXOVU1Bks.m3u8?tag=13,,,
1299445398935797760,"I know from personal experience how important access to quality, affordable health care is for a family. I know the peace of mind it brings.

It's why as president, I promise I'll protect your children's health care as if they were my own. https://t.co/kqiKt8ISXj",Joe Biden,JoeBiden,2020-08-28T20:35:00.000Z,Fri Aug 28 20:35:00 +0000 2020,12704,3449,en,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",Tweet,,0,0,video,https://video.twimg.com/amplify_video/1299443413193023494/vid/480x480/t9LSwhEXVeBpb5vZ.mp4?tag=13,,,
1299435332358807554,"As we mark the 57th anniversary of the March on Washington and Dr. Martin Luther King Jr.'s ""I Have a Dream"" speech, we must continue the hard work of perfecting our union. It's up to all of us to carry on the march toward equality, liberty, and justice for all.",Joe Biden,JoeBiden,2020-08-28T19:55:00.000Z,Fri Aug 28 19:55:00 +0000 2020,51739,10022,en,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Tweet,,0,0,,,,,
1299428285948899329,"I am grateful for your friendship and leadership, @AbeShinzo. I’m sad to see you step down, but I know the strong alliance between our countries and peoples will continue for generations to come. Wishing you good health in the years ahead, my friend. https://t.co/M0cMT5y9Dd",Joe Biden,JoeBiden,2020-08-28T19:27:00.000Z,Fri Aug 28 19:27:00 +0000 2020,40777,7342,en,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Tweet,,0,1,photo,https://pbs.twimg.com/media/Egh-22QWAAAW0Ke.jpg,,,
1299409914964533248,"Mr. President, Americans are canceling weddings and holding funerals without family. They're sacrificing so more Americans don't have to die.

But instead of leading by example, you hosted a super spreader event on the South Lawn.

When will you take the presidency seriously? https://t.co/DcVUGsZ9a5",Joe Biden,JoeBiden,2020-08-28T18:14:00.000Z,Fri Aug 28 18:14:00 +0000 2020,178326,42739,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,https://twitter.com/BostonGlobe/status/1299162454929309697 ,0,0,,,,,
1299400100331040769,"We can't let George Floyd and Jacob Blake become just another pair of hashtags.

This is a moment of action.

It's long past time we reform policing, reverse systemic racism, and make our communities safer.",Joe Biden,JoeBiden,2020-08-28T17:35:00.000Z,Fri Aug 28 17:35:00 +0000 2020,140015,24742,en,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Tweet,,0,0,,,,,
1299324602863292416,Times of crisis often bring out our best as Americans — and we're seeing that right now in the aftermath of Hurricane Laura. Thank you to all of our emergency responders who are working around the clock to help people get back on their feet. https://t.co/uwhq4dDgwO,Joe Biden,JoeBiden,2020-08-28T12:35:00.000Z,Fri Aug 28 12:35:00 +0000 2020,27236,5484,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,https://twitter.com/IBEW/status/1299060043732725761 ,0,0,,,,,
